assignment_id,hit_id,worker_id,start_time,condition,phase,item_order,item_name,response,response_order
3Z2R0DQ0J14LEDIS4LE6OB9LGGPE2J,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,AOUCGFFGELTA7,2024-03-13T20:41:34.173Z,generate,Test,4,Fork,supporting for eating,0
3FE2ERCCZHY3IBWN0XSEP0BSVSXOPU,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A22T0PKVR6VIBC,N/A,coach,Practice,3,Shoe,sliper,0
3FE2ERCCZHY3IBWN0XSEP0BSVSXOPU,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A22T0PKVR6VIBC,N/A,coach,Test,4,Ball,ball,0
3FE2ERCCZHY3IBWN0XSEP0BSVSXOPU,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A22T0PKVR6VIBC,N/A,coach,Test,4,Ball,bat,1
3OONKJ5DKW91EHVDHSADUG63EO8BOM,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,AJ173YQLT4Z9A,2024-03-13T20:51:02.516Z,absent,Practice,1,Lightbulb,The bulb can be used as a decorative item in a house.,0
3OONKJ5DKW91EHVDHSADUG63EO8BOM,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,AJ173YQLT4Z9A,2024-03-13T20:51:02.516Z,absent,Practice,2,Backpack,A bagpack can be used as a carrier for pets.,0
3OONKJ5DKW91EHVDHSADUG63EO8BOM,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,AJ173YQLT4Z9A,2024-03-13T20:51:02.516Z,absent,Practice,3,Toothbrush,It can be use to clean strain on shoes.,0
3OONKJ5DKW91EHVDHSADUG63EO8BOM,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,AJ173YQLT4Z9A,2024-03-13T20:51:02.516Z,absent,Practice,3,Toothbrush,It can be use to clean dust on a electic circuit,1
3OONKJ5DKW91EHVDHSADUG63EO8BOM,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,AJ173YQLT4Z9A,2024-03-13T20:51:02.516Z,absent,Practice,3,Toothbrush,,2
3OONKJ5DKW91EHVDHSADUG63EO8BOM,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,AJ173YQLT4Z9A,2024-03-13T20:51:02.516Z,absent,Test,4,Table,A table can also be used as a workshop bench.,0
3GU1KF0O42RJZH7EWSNSJGBTOT4BP3,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A102C1DTGBA0K,2024-03-13T20:57:38.271Z,coach,Practice,1,Tire,use for the car ,0
3GU1KF0O42RJZH7EWSNSJGBTOT4BP3,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A102C1DTGBA0K,2024-03-13T20:57:38.271Z,coach,Practice,1,Tire,important part of car and bike,1
3GU1KF0O42RJZH7EWSNSJGBTOT4BP3,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A102C1DTGBA0K,2024-03-13T20:57:38.271Z,coach,Practice,2,Table,use for the eating ,0
3GU1KF0O42RJZH7EWSNSJGBTOT4BP3,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A102C1DTGBA0K,2024-03-13T20:57:38.271Z,coach,Practice,2,Table,use for the ironng,1
3GU1KF0O42RJZH7EWSNSJGBTOT4BP3,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A102C1DTGBA0K,2024-03-13T20:57:38.271Z,coach,Practice,2,Table,use for the tv stand,2
3GU1KF0O42RJZH7EWSNSJGBTOT4BP3,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A102C1DTGBA0K,2024-03-13T20:57:38.271Z,coach,Practice,3,Shoe,use for the walk and runing,0
3GU1KF0O42RJZH7EWSNSJGBTOT4BP3,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A102C1DTGBA0K,2024-03-13T20:57:38.271Z,coach,Test,4,Bottle,use for the drink,0
3JAOYWH7V2UAK3DJ6GGPBT7JVJ0L95,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A24UWUL93BCA60,2024-03-13T21:05:39.779Z,absent,Practice,1,Backpack,A bag can be used as a pillow while travelling. ,0
3JAOYWH7V2UAK3DJ6GGPBT7JVJ0L95,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A24UWUL93BCA60,2024-03-13T21:05:39.779Z,absent,Practice,2,Pants,A pant can be used as a cleaning clothes.,0
3JAOYWH7V2UAK3DJ6GGPBT7JVJ0L95,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A24UWUL93BCA60,2024-03-13T21:05:39.779Z,absent,Practice,2,Pants,A pant can used as a small rope.,1
3JAOYWH7V2UAK3DJ6GGPBT7JVJ0L95,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A24UWUL93BCA60,2024-03-13T21:05:39.779Z,absent,Practice,3,Toothbrush,A tooth brush can be used as a cleaning tool for small spaces and objects. ,0
3JAOYWH7V2UAK3DJ6GGPBT7JVJ0L95,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A24UWUL93BCA60,2024-03-13T21:05:39.779Z,absent,Practice,3,Toothbrush,A too brush can be used as a grooming tool.,1
3JAOYWH7V2UAK3DJ6GGPBT7JVJ0L95,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A24UWUL93BCA60,2024-03-13T21:05:39.779Z,absent,Test,4,Shoe,Shoes can be used to hide small things.,0
3JAOYWH7V2UAK3DJ6GGPBT7JVJ0L95,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A24UWUL93BCA60,2024-03-13T21:05:39.779Z,absent,Test,4,Shoe,Shoes can be used as playable toys for pets,1
3AMW0RGHOXSL0QWBZIS1ABBN5IINP4,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A3JEZEPRDOOQ58,2024-03-13T21:23:31.596Z,coach,Practice,1,Ball,A ball can be used as decorative item. ,0
3AMW0RGHOXSL0QWBZIS1ABBN5IINP4,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A3JEZEPRDOOQ58,2024-03-13T21:23:31.596Z,coach,Practice,2,Bottle,A bottle can be used as flower vase,0
3AMW0RGHOXSL0QWBZIS1ABBN5IINP4,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A3JEZEPRDOOQ58,2024-03-13T21:23:31.596Z,coach,Practice,2,Bottle,A bottle can be used to decorate home.,1
3AMW0RGHOXSL0QWBZIS1ABBN5IINP4,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A3JEZEPRDOOQ58,2024-03-13T21:23:31.596Z,coach,Practice,3,Shoe,It can be used as a musical instrument by attaching bells or any similer noise making objects to it.,0
3AMW0RGHOXSL0QWBZIS1ABBN5IINP4,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A3JEZEPRDOOQ58,2024-03-13T21:23:31.596Z,coach,Test,4,Toothbrush,A tooth brush can be used for painting.,0
3AMW0RGHOXSL0QWBZIS1ABBN5IINP4,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A3JEZEPRDOOQ58,2024-03-13T21:23:31.596Z,coach,Test,4,Toothbrush,women can use toothbrush to tie their hair.,1
3AMW0RGHOXSL0QWBZIS1ABBN5IINP4,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A3JEZEPRDOOQ58,2024-03-13T21:23:31.596Z,coach,Test,4,Toothbrush,A tooth brush can be used to clean small objects.,2
3TU5ZICBRXRLXVAMTTI7SJB2LJ5Q8A,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A3C1QLGNYG36M1,2024-03-13T21:45:55.943Z,coach,Practice,1,Pants,They also can be used to clean some places.,0
3TU5ZICBRXRLXVAMTTI7SJB2LJ5Q8A,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A3C1QLGNYG36M1,2024-03-13T21:45:55.943Z,coach,Practice,2,Fork,They can be used to drill holes in some cases.,0
3TU5ZICBRXRLXVAMTTI7SJB2LJ5Q8A,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A3C1QLGNYG36M1,2024-03-13T21:45:55.943Z,coach,Practice,2,Fork,They can be used to scratch if itches.,1
3TU5ZICBRXRLXVAMTTI7SJB2LJ5Q8A,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A3C1QLGNYG36M1,2024-03-13T21:45:55.943Z,coach,Practice,3,Lightbulb,They are used to makes things look glorifying.,0
3TU5ZICBRXRLXVAMTTI7SJB2LJ5Q8A,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A3C1QLGNYG36M1,2024-03-13T21:45:55.943Z,coach,Practice,3,Lightbulb,They are used to give us brightness.,1
3TU5ZICBRXRLXVAMTTI7SJB2LJ5Q8A,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A3C1QLGNYG36M1,2024-03-13T21:45:55.943Z,coach,Test,4,Shoe,They are used to hold keys in case of emergency purpose if we leave our home in a hurry.,0
3TU5ZICBRXRLXVAMTTI7SJB2LJ5Q8A,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A3C1QLGNYG36M1,2024-03-13T21:45:55.943Z,coach,Test,4,Shoe,They can hold unwashed socks for a while.,1
3YDGXNSEOJKE8QNOVWBUPGAXPSY84N,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A2CKX2DBHYJM1Y,2024-03-13T21:58:41.220Z,absent,Practice,1,Tire,A wheel can be used as an exercise equipment.,0
3YDGXNSEOJKE8QNOVWBUPGAXPSY84N,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A2CKX2DBHYJM1Y,2024-03-13T21:58:41.220Z,absent,Practice,2,Bottle,A bottle can be converted into a showpiece by coloring it or putting lights in it.,0
3YDGXNSEOJKE8QNOVWBUPGAXPSY84N,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A2CKX2DBHYJM1Y,2024-03-13T21:58:41.220Z,absent,Practice,2,Bottle,A bottle can also be used as flower vase.,1
3YDGXNSEOJKE8QNOVWBUPGAXPSY84N,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A2CKX2DBHYJM1Y,2024-03-13T21:58:41.220Z,absent,Practice,3,Toothbrush,A tooth brush can be used to dye hair or coloring hair.,0
3YDGXNSEOJKE8QNOVWBUPGAXPSY84N,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A2CKX2DBHYJM1Y,2024-03-13T21:58:41.220Z,absent,Practice,3,Toothbrush,It can be used to clean nail cuticles.,1
3YDGXNSEOJKE8QNOVWBUPGAXPSY84N,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A2CKX2DBHYJM1Y,2024-03-13T21:58:41.220Z,absent,Test,4,Pants,It can be used  as a cushioning  for pets.,0
3S3AMIZX3EVTKPWU5JSSU60MSVBCD7,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A3BUAU6657FMNA,2024-03-13T22:13:20.716Z,absent,Practice,1,Fork,A fork can be used to tie long hair.,0
3S3AMIZX3EVTKPWU5JSSU60MSVBCD7,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A3BUAU6657FMNA,2024-03-13T22:13:20.716Z,absent,Practice,1,Fork,A fork can be use to decorate room.,1
3S3AMIZX3EVTKPWU5JSSU60MSVBCD7,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A3BUAU6657FMNA,2024-03-13T22:13:20.716Z,absent,Practice,2,Toothbrush,A tooth brush can be use for painting.,0
3S3AMIZX3EVTKPWU5JSSU60MSVBCD7,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A3BUAU6657FMNA,2024-03-13T22:13:20.716Z,absent,Practice,2,Toothbrush,A tooth brush can be use to clean electrical circuit board.,1
3S3AMIZX3EVTKPWU5JSSU60MSVBCD7,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A3BUAU6657FMNA,2024-03-13T22:13:20.716Z,absent,Practice,3,Lightbulb,A bulb can be use for decorating wall of the house by coloring it.,0
3S3AMIZX3EVTKPWU5JSSU60MSVBCD7,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A3BUAU6657FMNA,2024-03-13T22:13:20.716Z,absent,Test,4,Tire,A wheel can be use as exercising equipment.,0
3S3AMIZX3EVTKPWU5JSSU60MSVBCD7,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A3BUAU6657FMNA,2024-03-13T22:13:20.716Z,absent,Test,4,Tire,A wheel can be use to make sitting placce for pets.,1
33PPO7FECF5KXSIUXTOE59YH50LID5,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A1D34XFWJBJ3E8,2024-03-13T22:52:50.086Z,generate,Practice,1,Pencil,used for choose the random option for a one question,0
33PPO7FECF5KXSIUXTOE59YH50LID5,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A1D34XFWJBJ3E8,2024-03-13T22:52:50.086Z,generate,Practice,2,Toothbrush,we can clean the iron things with this.,0
33PPO7FECF5KXSIUXTOE59YH50LID5,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A1D34XFWJBJ3E8,2024-03-13T22:52:50.086Z,generate,Practice,2,Toothbrush,we can polish our shoes,1
33PPO7FECF5KXSIUXTOE59YH50LID5,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A1D34XFWJBJ3E8,2024-03-13T22:52:50.086Z,generate,Practice,2,Toothbrush,used to clean thhe dirt in a water bottle,2
33PPO7FECF5KXSIUXTOE59YH50LID5,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A1D34XFWJBJ3E8,2024-03-13T22:52:50.086Z,generate,Practice,3,Backpack,use as a pillow,0
33PPO7FECF5KXSIUXTOE59YH50LID5,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A1D34XFWJBJ3E8,2024-03-13T22:52:50.086Z,generate,Practice,3,Backpack,self deence,1
33PPO7FECF5KXSIUXTOE59YH50LID5,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A1D34XFWJBJ3E8,2024-03-13T22:52:50.086Z,generate,Practice,3,Backpack,terrorism material,2
33PPO7FECF5KXSIUXTOE59YH50LID5,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A1D34XFWJBJ3E8,2024-03-13T22:52:50.086Z,generate,Test,4,Fork,hurting weapon,0
33PPO7FECF5KXSIUXTOE59YH50LID5,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A1D34XFWJBJ3E8,2024-03-13T22:52:50.086Z,generate,Test,4,Fork,music instrument,1
33PPO7FECF5KXSIUXTOE59YH50LID5,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A1D34XFWJBJ3E8,2024-03-13T22:52:50.086Z,generate,Test,4,Fork,plant stand,2
33PPO7FECF5KXSIUXTOE59YH50LID5,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A1D34XFWJBJ3E8,2024-03-13T22:52:50.086Z,generate,Test,4,Fork,dirt cleaner in corners,3
32EYX73OYKZJ7TWZ9B8CT13WEXRRUM,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A2D8FARZ4P8JYY,2024-03-13T23:07:10.621Z,generate,Practice,1,Lightbulb,We can use this to create different hand craft and many more things like flower vase.,0
32EYX73OYKZJ7TWZ9B8CT13WEXRRUM,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A2D8FARZ4P8JYY,2024-03-13T23:07:10.621Z,generate,Practice,2,Ball,By using this we can ready so many showpieces for decorating our room.,0
32EYX73OYKZJ7TWZ9B8CT13WEXRRUM,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A2D8FARZ4P8JYY,2024-03-13T23:07:10.621Z,generate,Practice,2,Ball,We can use this as a container to keep the food for kitchen.,1
32EYX73OYKZJ7TWZ9B8CT13WEXRRUM,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A2D8FARZ4P8JYY,2024-03-13T23:07:10.621Z,generate,Practice,3,Backpack,WE can use this to make plant container.,0
